,x,z,IC
12494,390,14,1.0
12495,390,15,1.0
12496,390,16,1.0
12497,390,17,1.0
12498,390,18,1.0
12499,390,19,1.0
12500,390,20,1.0
12501,390,21,1.0
12502,390,22,1.0
12503,390,23,1.0
12504,390,24,1.0
12505,390,25,1.0
12506,390,26,1.0
12507,390,27,3.0
12508,390,28,3.0
12509,390,29,3.0
12510,390,30,3.0
12511,390,31,3.0
12512,391,0,1.0
12513,391,1,1.0
12514,391,2,1.0
12515,391,3,1.0
12516,391,4,1.0
12517,391,5,1.0
12518,391,6,1.0
12519,391,7,1.0
12520,391,8,1.0
12521,391,9,1.0
12522,391,10,1.0
12523,391,11,1.0
12524,391,12,1.0
12525,391,13,1.0
12526,391,14,1.0
12527,391,15,1.0
12528,391,16,1.0
12529,391,17,1.0
12530,391,18,1.0
12531,391,19,1.0
12532,391,20,1.0
12533,391,21,1.0
12534,391,22,1.0
12535,391,23,1.0
12536,391,24,1.0
12537,391,25,1.0
12538,391,26,1.0
12539,391,27,3.0
12540,391,28,3.0
12541,391,29,3.0
12542,391,30,3.0
12543,391,31,3.0
12544,392,0,1.0
12545,392,1,1.0
12546,392,2,1.0
12547,392,3,1.0
12548,392,4,1.0
12549,392,5,1.0
12550,392,6,1.0
12551,392,7,1.0
12552,392,8,1.0
12553,392,9,1.0
12554,392,10,1.0
12555,392,11,1.0
12556,392,12,1.0
12557,392,13,1.0
12558,392,14,1.0
12559,392,15,1.0
12560,392,16,1.0
12561,392,17,1.0
12562,392,18,1.0
12563,392,19,1.0
12564,392,20,1.0
12565,392,21,1.0
12566,392,22,1.0
12567,392,23,1.0
12568,392,24,1.0
12569,392,25,1.0
12570,392,26,1.0
12571,392,27,3.0
12572,392,28,3.0
12573,392,29,3.0
12574,392,30,3.0
12575,392,31,3.0
12576,393,0,1.0
12577,393,1,1.0
12578,393,2,1.0
12579,393,3,1.0
12580,393,4,1.0
12581,393,5,1.0
12582,393,6,1.0
12583,393,7,1.0
12584,393,8,1.0
12585,393,9,1.0
12586,393,10,1.0
12587,393,11,1.0
12588,393,12,1.0
12589,393,13,1.0
12590,393,14,1.0
12591,393,15,1.0
12592,393,16,1.0
12593,393,17,1.0
12594,393,18,1.0
12595,393,19,1.0
12596,393,20,1.0
12597,393,21,1.0
12598,393,22,1.0
12599,393,23,1.0
12600,393,24,1.0
12601,393,25,1.0
12602,393,26,1.0
12603,393,27,3.0
12604,393,28,3.0
12605,393,29,3.0
12606,393,30,3.0
12607,393,31,3.0
12608,394,0,1.0
12609,394,1,1.0
12610,394,2,1.0
12611,394,3,1.0
12612,394,4,1.0
12613,394,5,1.0
12614,394,6,1.0
12615,394,7,1.0
12616,394,8,1.0
12617,394,9,1.0
12618,394,10,1.0
12619,394,11,1.0
12620,394,12,1.0
12621,394,13,1.0
12622,394,14,1.0
12623,394,15,1.0
12624,394,16,1.0
12625,394,17,1.0
12626,394,18,1.0
12627,394,19,1.0
12628,394,20,1.0
12629,394,21,1.0
12630,394,22,1.0
12631,394,23,1.0
12632,394,24,1.0
12633,394,25,1.0
12634,394,26,1.0
12635,394,27,3.0
12636,394,28,3.0
12637,394,29,3.0
12638,394,30,3.0
12639,394,31,3.0
12640,395,0,1.0
12641,395,1,1.0
12642,395,2,1.0
12643,395,3,1.0
12644,395,4,1.0
12645,395,5,1.0
12646,395,6,1.0
12647,395,7,1.0
12648,395,8,1.0
12649,395,9,1.0
12650,395,10,1.0
12651,395,11,1.0
12652,395,12,1.0
12653,395,13,1.0
12654,395,14,1.0
12655,395,15,1.0
12656,395,16,1.0
12657,395,17,1.0
12658,395,18,1.0
12659,395,19,1.0
12660,395,20,1.0
12661,395,21,1.0
12662,395,22,1.0
12663,395,23,1.0
12664,395,24,1.0
12665,395,25,1.0
12666,395,26,1.0
12667,395,27,3.0
12668,395,28,3.0
12669,395,29,3.0
12670,395,30,3.0
12671,395,31,3.0
12672,396,0,1.0
12673,396,1,1.0
12674,396,2,1.0
12675,396,3,1.0
12676,396,4,1.0
12677,396,5,1.0
12678,396,6,1.0
12679,396,7,1.0
12680,396,8,1.0
12681,396,9,1.0
12682,396,10,1.0
12683,396,11,1.0
12684,396,12,1.0
12685,396,13,1.0
12686,396,14,1.0
12687,396,15,1.0
12688,396,16,1.0
12689,396,17,1.0
12690,396,18,1.0
12691,396,19,1.0
12692,396,20,1.0
12693,396,21,1.0
12694,396,22,1.0
12695,396,23,1.0
12696,396,24,1.0
12697,396,25,1.0
12698,396,26,1.0
12699,396,27,3.0
12700,396,28,3.0
12701,396,29,3.0
12702,396,30,3.0
12703,396,31,3.0
12704,397,0,1.0
12705,397,1,1.0
12706,397,2,1.0
12707,397,3,1.0
12708,397,4,1.0
12709,397,5,1.0
12710,397,6,1.0
12711,397,7,1.0
12712,397,8,1.0
12713,397,9,1.0
12714,397,10,1.0
12715,397,11,1.0
12716,397,12,1.0
12717,397,13,1.0
12718,397,14,1.0
12719,397,15,1.0
12720,397,16,1.0
12721,397,17,1.0
12722,397,18,1.0
12723,397,19,1.0
12724,397,20,1.0
12725,397,21,1.0
12726,397,22,1.0
12727,397,23,1.0
12728,397,24,1.0
12729,397,25,1.0
12730,397,26,1.0
12731,397,27,3.0
12732,397,28,3.0
12733,397,29,3.0
12734,397,30,3.0
12735,397,31,3.0
12736,398,0,1.0
12737,398,1,1.0
12738,398,2,1.0
12739,398,3,1.0
12740,398,4,1.0
12741,398,5,1.0
12742,398,6,1.0
12743,398,7,1.0
12744,398,8,1.0
12745,398,9,1.0
12746,398,10,1.0
12747,398,11,1.0
12748,398,12,1.0
12749,398,13,1.0
12750,398,14,1.0
12751,398,15,1.0
12752,398,16,1.0
12753,398,17,1.0
12754,398,18,1.0
12755,398,19,1.0
12756,398,20,1.0
12757,398,21,1.0
12758,398,22,1.0
12759,398,23,1.0
12760,398,24,1.0
12761,398,25,1.0
12762,398,26,1.0
12763,398,27,3.0
12764,398,28,3.0
12765,398,29,3.0
12766,398,30,3.0
12767,398,31,3.0
12768,399,0,1.0
12769,399,1,1.0
12770,399,2,1.0
12771,399,3,1.0
12772,399,4,1.0
12773,399,5,1.0
12774,399,6,1.0
12775,399,7,1.0
12776,399,8,1.0
12777,399,9,1.0
12778,399,10,1.0
12779,399,11,1.0
12780,399,12,1.0
12781,399,13,1.0
12782,399,14,1.0
12783,399,15,1.0
12784,399,16,1.0
12785,399,17,1.0
12786,399,18,1.0
12787,399,19,1.0
12788,399,20,1.0
12789,399,21,1.0
12790,399,22,1.0
12791,399,23,1.0
12792,399,24,1.0
12793,399,25,1.0
12794,399,26,1.0
12795,399,27,3.0
12796,399,28,3.0
12797,399,29,3.0
12798,399,30,3.0
12799,399,31,3.0
12800,400,0,1.0
12801,400,1,1.0
12802,400,2,1.0
12803,400,3,1.0
12804,400,4,1.0
12805,400,5,1.0
12806,400,6,1.0
12807,400,7,1.0
12808,400,8,1.0
12809,400,9,1.0
12810,400,10,1.0
12811,400,11,1.0
12812,400,12,1.0
12813,400,13,1.0
12814,400,14,1.0
12815,400,15,1.0
12816,400,16,1.0
12817,400,17,1.0
12818,400,18,1.0
12819,400,19,1.0
12820,400,20,1.0
12821,400,21,1.0
12822,400,22,1.0
12823,400,23,1.0
12824,400,24,1.0
12825,400,25,1.0
12826,400,26,1.0
12827,400,27,3.0
12828,400,28,3.0
12829,400,29,3.0
12830,400,30,3.0
12831,400,31,3.0
12832,401,0,1.0
12833,401,1,1.0
12834,401,2,1.0
12835,401,3,1.0
12836,401,4,1.0
12837,401,5,1.0
12838,401,6,1.0
12839,401,7,1.0
12840,401,8,1.0
12841,401,9,1.0
12842,401,10,1.0
12843,401,11,1.0
12844,401,12,1.0
12845,401,13,1.0
12846,401,14,1.0
12847,401,15,1.0
12848,401,16,1.0
12849,401,17,1.0
12850,401,18,1.0
12851,401,19,1.0
12852,401,20,1.0
12853,401,21,1.0
12854,401,22,1.0
12855,401,23,1.0
12856,401,24,1.0
12857,401,25,1.0
12858,401,26,1.0
12859,401,27,3.0
12860,401,28,3.0
12861,401,29,3.0
12862,401,30,3.0
12863,401,31,3.0
12864,402,0,1.0
12865,402,1,1.0
12866,402,2,1.0
12867,402,3,1.0
12868,402,4,1.0
12869,402,5,1.0
12870,402,6,1.0
12871,402,7,1.0
12872,402,8,1.0
12873,402,9,1.0
12874,402,10,1.0
12875,402,11,1.0
12876,402,12,1.0
12877,402,13,1.0
12878,402,14,1.0
12879,402,15,1.0
12880,402,16,1.0
12881,402,17,1.0
12882,402,18,1.0
12883,402,19,1.0
12884,402,20,1.0
12885,402,21,1.0
12886,402,22,1.0
12887,402,23,1.0
12888,402,24,1.0
12889,402,25,1.0
12890,402,26,1.0
12891,402,27,3.0
12892,402,28,3.0
12893,402,29,3.0
12894,402,30,3.0
12895,402,31,3.0
12896,403,0,1.0
12897,403,1,1.0
12898,403,2,1.0
12899,403,3,1.0
12900,403,4,1.0
12901,403,5,1.0
12902,403,6,1.0
12903,403,7,1.0
12904,403,8,1.0
12905,403,9,1.0
12906,403,10,1.0
12907,403,11,1.0
12908,403,12,1.0
12909,403,13,1.0
12910,403,14,1.0
12911,403,15,1.0
12912,403,16,1.0
12913,403,17,1.0
12914,403,18,1.0
12915,403,19,1.0
12916,403,20,1.0
12917,403,21,1.0
12918,403,22,1.0
12919,403,23,1.0
12920,403,24,1.0
12921,403,25,1.0
12922,403,26,1.0
12923,403,27,3.0
12924,403,28,3.0
12925,403,29,3.0
12926,403,30,3.0
12927,403,31,3.0
12928,404,0,1.0
12929,404,1,1.0
12930,404,2,1.0
12931,404,3,1.0
12932,404,4,1.0
12933,404,5,1.0
12934,404,6,1.0
12935,404,7,1.0
12936,404,8,1.0
12937,404,9,1.0
12938,404,10,1.0
12939,404,11,1.0
12940,404,12,1.0
12941,404,13,1.0
12942,404,14,1.0
12943,404,15,1.0
12944,404,16,1.0
12945,404,17,1.0
12946,404,18,1.0
12947,404,19,1.0
12948,404,20,1.0
12949,404,21,1.0
12950,404,22,1.0
12951,404,23,1.0
12952,404,24,1.0
12953,404,25,1.0
12954,404,26,1.0
12955,404,27,3.0
12956,404,28,3.0
12957,404,29,3.0
12958,404,30,3.0
12959,404,31,3.0
12960,405,0,1.0
12961,405,1,1.0
12962,405,2,1.0
12963,405,3,1.0
12964,405,4,1.0
12965,405,5,1.0
12966,405,6,1.0
12967,405,7,1.0
12968,405,8,1.0
12969,405,9,1.0
12970,405,10,1.0
12971,405,11,1.0
12972,405,12,1.0
12973,405,13,1.0
12974,405,14,1.0
12975,405,15,1.0
12976,405,16,1.0
12977,405,17,1.0
12978,405,18,1.0
12979,405,19,1.0
12980,405,20,1.0
12981,405,21,1.0
12982,405,22,1.0
12983,405,23,1.0
12984,405,24,1.0
12985,405,25,1.0
12986,405,26,1.0
12987,405,27,3.0
12988,405,28,3.0
12989,405,29,3.0
12990,405,30,3.0
12991,405,31,3.0
12992,406,0,1.0
12993,406,1,1.0
12994,406,2,1.0
12995,406,3,1.0
12996,406,4,1.0
12997,406,5,1.0
12998,406,6,1.0
12999,406,7,1.0
13000,406,8,1.0
13001,406,9,1.0
13002,406,10,1.0
13003,406,11,1.0
13004,406,12,1.0
13005,406,13,1.0
13006,406,14,1.0
13007,406,15,1.0
13008,406,16,1.0
13009,406,17,1.0
13010,406,18,1.0
13011,406,19,1.0
13012,406,20,1.0
13013,406,21,1.0
13014,406,22,1.0
13015,406,23,1.0
13016,406,24,1.0
13017,406,25,1.0
13018,406,26,1.0
13019,406,27,1.0
13020,406,28,3.0
13021,406,29,3.0
13022,406,30,3.0
13023,406,31,3.0
13024,407,0,1.0
13025,407,1,1.0
13026,407,2,1.0
13027,407,3,1.0
13028,407,4,1.0
13029,407,5,1.0
13030,407,6,1.0
13031,407,7,1.0
13032,407,8,1.0
13033,407,9,1.0
13034,407,10,1.0
13035,407,11,1.0
13036,407,12,1.0
13037,407,13,1.0
13038,407,14,1.0
13039,407,15,1.0
13040,407,16,1.0
13041,407,17,1.0
13042,407,18,1.0
13043,407,19,1.0
13044,407,20,1.0
13045,407,21,1.0
13046,407,22,1.0
13047,407,23,1.0
13048,407,24,1.0
13049,407,25,1.0
13050,407,26,1.0
13051,407,27,1.0
13052,407,28,3.0
13053,407,29,3.0
13054,407,30,3.0
13055,407,31,3.0
13056,408,0,1.0
13057,408,1,1.0
13058,408,2,1.0
13059,408,3,1.0
13060,408,4,1.0
13061,408,5,1.0
13062,408,6,1.0
13063,408,7,1.0
13064,408,8,1.0
13065,408,9,1.0
13066,408,10,1.0
13067,408,11,1.0
13068,408,12,1.0
13069,408,13,1.0
13070,408,14,1.0
13071,408,15,1.0
13072,408,16,1.0
13073,408,17,1.0
13074,408,18,1.0
13075,408,19,1.0
13076,408,20,1.0
13077,408,21,1.0
13078,408,22,1.0
13079,408,23,1.0
13080,408,24,1.0
13081,408,25,1.0
13082,408,26,1.0
13083,408,27,1.0
13084,408,28,3.0
13085,408,29,3.0
13086,408,30,3.0
13087,408,31,3.0
13088,409,0,1.0
13089,409,1,1.0
13090,409,2,1.0
13091,409,3,1.0
13092,409,4,1.0
13093,409,5,1.0
13094,409,6,1.0
13095,409,7,1.0
13096,409,8,1.0
13097,409,9,1.0
13098,409,10,1.0
13099,409,11,1.0
13100,409,12,1.0
13101,409,13,1.0
13102,409,14,1.0
13103,409,15,1.0
13104,409,16,1.0
13105,409,17,1.0
13106,409,18,1.0
13107,409,19,1.0
13108,409,20,1.0
13109,409,21,1.0
13110,409,22,1.0
13111,409,23,1.0
13112,409,24,1.0
13113,409,25,1.0
13114,409,26,1.0
13115,409,27,1.0
13116,409,28,3.0
13117,409,29,3.0
13118,409,30,3.0
13119,409,31,3.0
13120,410,0,1.0
13121,410,1,1.0
13122,410,2,1.0
13123,410,3,1.0
13124,410,4,1.0
13125,410,5,1.0
13126,410,6,1.0
13127,410,7,1.0
13128,410,8,1.0
13129,410,9,1.0
13130,410,10,1.0
13131,410,11,1.0
13132,410,12,1.0
13133,410,13,1.0
13134,410,14,1.0
13135,410,15,1.0
13136,410,16,1.0
13137,410,17,1.0
13138,410,18,1.0
13139,410,19,1.0
13140,410,20,1.0
13141,410,21,1.0
13142,410,22,1.0
13143,410,23,1.0
13144,410,24,1.0
13145,410,25,1.0
13146,410,26,1.0
13147,410,27,1.0
13148,410,28,3.0
13149,410,29,3.0
13150,410,30,3.0
13151,410,31,3.0
13152,411,0,1.0
13153,411,1,1.0
13154,411,2,1.0
13155,411,3,1.0
13156,411,4,1.0
13157,411,5,1.0
13158,411,6,1.0
13159,411,7,1.0
13160,411,8,1.0
13161,411,9,1.0
13162,411,10,1.0
13163,411,11,1.0
13164,411,12,1.0
13165,411,13,1.0
13166,411,14,1.0
13167,411,15,1.0
13168,411,16,1.0
13169,411,17,1.0
13170,411,18,1.0
13171,411,19,1.0
13172,411,20,1.0
13173,411,21,1.0
13174,411,22,1.0
13175,411,23,1.0
13176,411,24,1.0
13177,411,25,1.0
13178,411,26,1.0
13179,411,27,1.0
13180,411,28,3.0
13181,411,29,3.0
13182,411,30,3.0
13183,411,31,3.0
13184,412,0,1.0
13185,412,1,1.0
13186,412,2,1.0
13187,412,3,1.0
13188,412,4,1.0
13189,412,5,1.0
13190,412,6,1.0
13191,412,7,1.0
13192,412,8,1.0
13193,412,9,1.0
13194,412,10,1.0
13195,412,11,1.0
13196,412,12,1.0
13197,412,13,1.0
13198,412,14,1.0
13199,412,15,1.0
13200,412,16,1.0
13201,412,17,1.0
13202,412,18,1.0
13203,412,19,1.0
13204,412,20,1.0
13205,412,21,1.0
13206,412,22,1.0
13207,412,23,1.0
13208,412,24,1.0
13209,412,25,1.0
13210,412,26,1.0
13211,412,27,1.0
13212,412,28,3.0
13213,412,29,3.0
13214,412,30,3.0
13215,412,31,3.0
13216,413,0,1.0
13217,413,1,1.0
13218,413,2,1.0
13219,413,3,1.0
13220,413,4,1.0
13221,413,5,1.0
13222,413,6,1.0
13223,413,7,1.0
13224,413,8,1.0
13225,413,9,1.0
13226,413,10,1.0
13227,413,11,1.0
13228,413,12,1.0
13229,413,13,1.0
13230,413,14,1.0
13231,413,15,1.0
13232,413,16,1.0
13233,413,17,1.0
13234,413,18,1.0
13235,413,19,1.0
13236,413,20,1.0
13237,413,21,1.0
13238,413,22,1.0
13239,413,23,1.0
13240,413,24,1.0
13241,413,25,1.0
13242,413,26,1.0
13243,413,27,1.0
13244,413,28,3.0
13245,413,29,3.0
13246,413,30,3.0
13247,413,31,3.0
13248,414,0,1.0
13249,414,1,1.0
13250,414,2,1.0
13251,414,3,1.0
13252,414,4,1.0
13253,414,5,1.0
13254,414,6,1.0
13255,414,7,1.0
13256,414,8,1.0
13257,414,9,1.0
13258,414,10,1.0
13259,414,11,1.0
13260,414,12,1.0
13261,414,13,1.0
13262,414,14,1.0
13263,414,15,1.0
13264,414,16,1.0
13265,414,17,1.0
13266,414,18,1.0
13267,414,19,1.0
13268,414,20,1.0
13269,414,21,1.0
13270,414,22,1.0
13271,414,23,1.0
13272,414,24,1.0
13273,414,25,1.0
13274,414,26,1.0
13275,414,27,1.0
13276,414,28,3.0
13277,414,29,3.0
13278,414,30,3.0
13279,414,31,3.0
13280,415,0,1.0
13281,415,1,1.0
13282,415,2,1.0
13283,415,3,1.0
13284,415,4,1.0
13285,415,5,1.0
13286,415,6,1.0
13287,415,7,1.0
13288,415,8,1.0
13289,415,9,1.0
13290,415,10,1.0
13291,415,11,1.0
13292,415,12,1.0
13293,415,13,1.0
13294,415,14,1.0
13295,415,15,1.0
13296,415,16,1.0
13297,415,17,1.0
13298,415,18,1.0
13299,415,19,1.0
13300,415,20,1.0
13301,415,21,1.0
13302,415,22,1.0
13303,415,23,1.0
13304,415,24,1.0
13305,415,25,1.0
13306,415,26,1.0
13307,415,27,1.0
13308,415,28,3.0
13309,415,29,3.0
13310,415,30,3.0
13311,415,31,3.0
13312,416,0,1.0
13313,416,1,1.0
13314,416,2,1.0
13315,416,3,1.0
13316,416,4,1.0
13317,416,5,1.0
13318,416,6,1.0
13319,416,7,1.0
13320,416,8,1.0
13321,416,9,1.0
13322,416,10,1.0
13323,416,11,1.0
13324,416,12,1.0
13325,416,13,1.0
13326,416,14,1.0
13327,416,15,1.0
13328,416,16,1.0
13329,416,17,1.0
13330,416,18,1.0
13331,416,19,1.0
13332,416,20,1.0
13333,416,21,1.0
13334,416,22,1.0
13335,416,23,1.0
13336,416,24,1.0
13337,416,25,1.0
13338,416,26,1.0
13339,416,27,1.0
13340,416,28,3.0
13341,416,29,3.0
13342,416,30,3.0
13343,416,31,3.0
13344,417,0,1.0
13345,417,1,1.0
13346,417,2,1.0
13347,417,3,1.0
13348,417,4,1.0
13349,417,5,1.0
13350,417,6,1.0
13351,417,7,1.0
13352,417,8,1.0
13353,417,9,1.0
13354,417,10,1.0
13355,417,11,1.0
13356,417,12,1.0
13357,417,13,1.0
13358,417,14,1.0
13359,417,15,1.0
13360,417,16,1.0
13361,417,17,1.0
13362,417,18,1.0
13363,417,19,1.0
13364,417,20,1.0
13365,417,21,1.0
13366,417,22,1.0
13367,417,23,1.0
13368,417,24,1.0
13369,417,25,1.0
13370,417,26,1.0
13371,417,27,1.0
13372,417,28,3.0
13373,417,29,3.0
13374,417,30,3.0
13375,417,31,3.0
13376,418,0,1.0
13377,418,1,1.0
13378,418,2,1.0
13379,418,3,1.0
13380,418,4,1.0
13381,418,5,1.0
13382,418,6,1.0
13383,418,7,1.0
13384,418,8,1.0
13385,418,9,1.0
13386,418,10,1.0
13387,418,11,1.0
13388,418,12,1.0
13389,418,13,1.0
13390,418,14,1.0
13391,418,15,1.0
13392,418,16,1.0
13393,418,17,1.0
13394,418,18,1.0
13395,418,19,1.0
13396,418,20,1.0
13397,418,21,1.0
13398,418,22,1.0
13399,418,23,1.0
13400,418,24,1.0
13401,418,25,1.0
13402,418,26,1.0
13403,418,27,1.0
13404,418,28,3.0
13405,418,29,3.0
13406,418,30,3.0
13407,418,31,3.0
13408,419,0,1.0
13409,419,1,1.0
13410,419,2,1.0
13411,419,3,1.0
13412,419,4,1.0
13413,419,5,1.0
13414,419,6,1.0
13415,419,7,1.0
13416,419,8,1.0
13417,419,9,1.0
13418,419,10,1.0
13419,419,11,1.0
13420,419,12,1.0
13421,419,13,1.0
13422,419,14,1.0
13423,419,15,1.0
13424,419,16,1.0
13425,419,17,1.0
13426,419,18,1.0
13427,419,19,1.0
13428,419,20,1.0
13429,419,21,1.0
13430,419,22,1.0
13431,419,23,1.0
13432,419,24,1.0
13433,419,25,1.0
13434,419,26,1.0
13435,419,27,1.0
13436,419,28,3.0
13437,419,29,3.0
13438,419,30,3.0
13439,419,31,3.0
13440,420,0,1.0
13441,420,1,1.0
13442,420,2,1.0
13443,420,3,1.0
13444,420,4,1.0
13445,420,5,1.0
13446,420,6,1.0
13447,420,7,1.0
13448,420,8,1.0
13449,420,9,1.0
13450,420,10,1.0
13451,420,11,1.0
13452,420,12,1.0
13453,420,13,1.0
13454,420,14,1.0
13455,420,15,1.0
13456,420,16,1.0
13457,420,17,1.0
13458,420,18,1.0
13459,420,19,1.0
13460,420,20,1.0
13461,420,21,1.0
13462,420,22,1.0
13463,420,23,1.0
13464,420,24,1.0
13465,420,25,1.0
13466,420,26,1.0
13467,420,27,1.0
13468,420,28,3.0
13469,420,29,3.0
13470,420,30,3.0
13471,420,31,3.0
13472,421,0,1.0
13473,421,1,1.0
13474,421,2,1.0
13475,421,3,1.0
13476,421,4,1.0
13477,421,5,1.0
13478,421,6,1.0
13479,421,7,1.0
13480,421,8,1.0
13481,421,9,1.0
13482,421,10,1.0
13483,421,11,1.0
13484,421,12,1.0
13485,421,13,1.0
13486,421,14,1.0
13487,421,15,1.0
13488,421,16,1.0
13489,421,17,1.0
13490,421,18,1.0
13491,421,19,1.0
13492,421,20,1.0
13493,421,21,1.0
13494,421,22,1.0
13495,421,23,1.0
13496,421,24,1.0
13497,421,25,1.0
13498,421,26,1.0
13499,421,27,1.0
13500,421,28,3.0
13501,421,29,3.0
13502,421,30,3.0
13503,421,31,3.0
13504,422,0,1.0
13505,422,1,1.0
13506,422,2,1.0
13507,422,3,1.0
13508,422,4,1.0
13509,422,5,1.0
13510,422,6,1.0
13511,422,7,1.0
13512,422,8,1.0
13513,422,9,1.0
13514,422,10,1.0
13515,422,11,1.0
13516,422,12,1.0
13517,422,13,1.0
13518,422,14,1.0
13519,422,15,1.0
13520,422,16,1.0
13521,422,17,1.0
13522,422,18,1.0
13523,422,19,1.0
13524,422,20,1.0
13525,422,21,1.0
13526,422,22,1.0
13527,422,23,1.0
13528,422,24,1.0
13529,422,25,1.0
13530,422,26,1.0
13531,422,27,1.0
13532,422,28,3.0
13533,422,29,3.0
13534,422,30,3.0
13535,422,31,3.0
13536,423,0,1.0
13537,423,1,1.0
13538,423,2,1.0
13539,423,3,1.0
13540,423,4,1.0
13541,423,5,1.0
13542,423,6,1.0
13543,423,7,1.0
13544,423,8,1.0
13545,423,9,1.0
13546,423,10,1.0
13547,423,11,1.0
13548,423,12,1.0
13549,423,13,1.0
13550,423,14,1.0
13551,423,15,1.0
13552,423,16,1.0
13553,423,17,1.0
13554,423,18,1.0
13555,423,19,1.0
13556,423,20,1.0
13557,423,21,1.0
13558,423,22,1.0
13559,423,23,1.0
13560,423,24,1.0
13561,423,25,1.0
13562,423,26,1.0
13563,423,27,1.0
13564,423,28,3.0
13565,423,29,3.0
13566,423,30,3.0
13567,423,31,3.0
13568,424,0,1.0
13569,424,1,1.0
13570,424,2,1.0
13571,424,3,1.0
13572,424,4,1.0
13573,424,5,1.0
13574,424,6,1.0
13575,424,7,1.0
13576,424,8,1.0
13577,424,9,1.0
13578,424,10,1.0
13579,424,11,1.0
13580,424,12,1.0
13581,424,13,1.0
13582,424,14,1.0
13583,424,15,1.0
13584,424,16,1.0
13585,424,17,1.0
13586,424,18,1.0
13587,424,19,1.0
13588,424,20,1.0
13589,424,21,1.0
13590,424,22,1.0
13591,424,23,1.0
13592,424,24,1.0
13593,424,25,1.0
13594,424,26,1.0
13595,424,27,1.0
13596,424,28,3.0
13597,424,29,3.0
13598,424,30,3.0
13599,424,31,3.0
13600,425,0,1.0
13601,425,1,1.0
13602,425,2,1.0
13603,425,3,1.0
13604,425,4,1.0
13605,425,5,1.0
13606,425,6,1.0
13607,425,7,1.0
13608,425,8,1.0
13609,425,9,1.0
13610,425,10,1.0
13611,425,11,1.0
13612,425,12,1.0
13613,425,13,1.0
13614,425,14,1.0
13615,425,15,1.0
13616,425,16,1.0
13617,425,17,1.0
13618,425,18,1.0
13619,425,19,1.0
13620,425,20,1.0
13621,425,21,1.0
13622,425,22,1.0
13623,425,23,1.0
13624,425,24,1.0
13625,425,25,1.0
13626,425,26,1.0
13627,425,27,1.0
13628,425,28,3.0
13629,425,29,3.0
13630,425,30,3.0
13631,425,31,3.0
13632,426,0,1.0
13633,426,1,1.0
13634,426,2,1.0
13635,426,3,1.0
13636,426,4,1.0
13637,426,5,1.0
13638,426,6,1.0
13639,426,7,1.0
13640,426,8,1.0
13641,426,9,1.0
13642,426,10,1.0
13643,426,11,1.0
13644,426,12,1.0
13645,426,13,1.0
13646,426,14,1.0
13647,426,15,1.0
13648,426,16,1.0
13649,426,17,1.0
13650,426,18,1.0
13651,426,19,1.0
13652,426,20,1.0
13653,426,21,1.0
13654,426,22,1.0
13655,426,23,1.0
13656,426,24,1.0
13657,426,25,1.0
13658,426,26,1.0
13659,426,27,1.0
13660,426,28,3.0
13661,426,29,3.0
13662,426,30,3.0
13663,426,31,3.0
13664,427,0,1.0
13665,427,1,1.0
13666,427,2,1.0
13667,427,3,1.0
13668,427,4,1.0
13669,427,5,1.0
13670,427,6,1.0
13671,427,7,1.0
13672,427,8,1.0
13673,427,9,1.0
13674,427,10,1.0
13675,427,11,1.0
13676,427,12,1.0
13677,427,13,1.0
13678,427,14,1.0
13679,427,15,1.0
13680,427,16,1.0
13681,427,17,1.0
13682,427,18,1.0
13683,427,19,1.0
13684,427,20,1.0
13685,427,21,1.0
13686,427,22,1.0
13687,427,23,1.0
13688,427,24,1.0
13689,427,25,1.0
13690,427,26,1.0
13691,427,27,1.0
13692,427,28,1.0
13693,427,29,3.0
13694,427,30,3.0
13695,427,31,3.0
13696,428,0,1.0
13697,428,1,1.0
13698,428,2,1.0
13699,428,3,1.0
13700,428,4,1.0
13701,428,5,1.0
13702,428,6,1.0
13703,428,7,1.0
13704,428,8,1.0
13705,428,9,1.0
13706,428,10,1.0
13707,428,11,1.0
13708,428,12,1.0
13709,428,13,1.0
13710,428,14,1.0
13711,428,15,1.0
13712,428,16,1.0
13713,428,17,1.0
13714,428,18,1.0
13715,428,19,1.0
13716,428,20,1.0
13717,428,21,1.0
13718,428,22,1.0
13719,428,23,1.0
13720,428,24,1.0
13721,428,25,1.0
13722,428,26,1.0
13723,428,27,1.0
13724,428,28,1.0
13725,428,29,3.0
13726,428,30,3.0
13727,428,31,3.0
13728,429,0,1.0
13729,429,1,1.0
13730,429,2,1.0
13731,429,3,1.0
13732,429,4,1.0
13733,429,5,1.0
13734,429,6,1.0
13735,429,7,1.0
13736,429,8,1.0
13737,429,9,1.0
13738,429,10,1.0
13739,429,11,1.0
13740,429,12,1.0
13741,429,13,1.0
13742,429,14,1.0
13743,429,15,1.0
13744,429,16,1.0
13745,429,17,1.0
13746,429,18,1.0
13747,429,19,1.0
13748,429,20,1.0
13749,429,21,1.0
13750,429,22,1.0
13751,429,23,1.0
13752,429,24,1.0
13753,429,25,1.0
13754,429,26,1.0
13755,429,27,1.0
13756,429,28,1.0
13757,429,29,3.0
13758,429,30,3.0
13759,429,31,3.0
13760,430,0,1.0
13761,430,1,1.0
13762,430,2,1.0
13763,430,3,1.0
13764,430,4,1.0
13765,430,5,1.0
