,x,z,IC
4551,142,7,1.0
4552,142,8,1.0
4553,142,9,1.0
4554,142,10,1.0
4555,142,11,4.0
4556,142,12,4.0
4557,142,13,4.0
4558,142,14,4.0
4559,142,15,4.0
4560,142,16,5.0
4561,142,17,5.0
4562,142,18,5.0
4563,142,19,5.0
4564,142,20,5.0
4565,142,21,5.0
4566,142,22,5.0
4567,142,23,5.0
4568,142,24,5.0
4569,142,25,5.0
4570,142,26,5.0
4571,142,27,5.0
4572,142,28,5.0
4573,142,29,5.0
4574,142,30,5.0
4575,142,31,3.0
4576,143,0,1.0
4577,143,1,1.0
4578,143,2,1.0
4579,143,3,1.0
4580,143,4,1.0
4581,143,5,1.0
4582,143,6,1.0
4583,143,7,1.0
4584,143,8,1.0
4585,143,9,1.0
4586,143,10,1.0
4587,143,11,4.0
4588,143,12,4.0
4589,143,13,4.0
4590,143,14,4.0
4591,143,15,4.0
4592,143,16,5.0
4593,143,17,5.0
4594,143,18,5.0
4595,143,19,5.0
4596,143,20,5.0
4597,143,21,5.0
4598,143,22,5.0
4599,143,23,5.0
4600,143,24,5.0
4601,143,25,5.0
4602,143,26,5.0
4603,143,27,5.0
4604,143,28,5.0
4605,143,29,5.0
4606,143,30,5.0
4607,143,31,3.0
4608,144,0,1.0
4609,144,1,1.0
4610,144,2,1.0
4611,144,3,1.0
4612,144,4,1.0
4613,144,5,1.0
4614,144,6,1.0
4615,144,7,1.0
4616,144,8,1.0
4617,144,9,1.0
4618,144,10,1.0
4619,144,11,4.0
4620,144,12,4.0
4621,144,13,4.0
4622,144,14,4.0
4623,144,15,4.0
4624,144,16,4.0
4625,144,17,5.0
4626,144,18,5.0
4627,144,19,5.0
4628,144,20,5.0
4629,144,21,5.0
4630,144,22,5.0
4631,144,23,5.0
4632,144,24,5.0
4633,144,25,5.0
4634,144,26,5.0
4635,144,27,5.0
4636,144,28,5.0
4637,144,29,5.0
4638,144,30,5.0
4639,144,31,3.0
4640,145,0,1.0
4641,145,1,1.0
4642,145,2,1.0
4643,145,3,1.0
4644,145,4,1.0
4645,145,5,1.0
4646,145,6,1.0
4647,145,7,1.0
4648,145,8,1.0
4649,145,9,1.0
4650,145,10,1.0
4651,145,11,4.0
4652,145,12,4.0
4653,145,13,4.0
4654,145,14,4.0
4655,145,15,4.0
4656,145,16,4.0
4657,145,17,5.0
4658,145,18,5.0
4659,145,19,5.0
4660,145,20,5.0
4661,145,21,5.0
4662,145,22,5.0
4663,145,23,5.0
4664,145,24,5.0
4665,145,25,5.0
4666,145,26,5.0
4667,145,27,5.0
4668,145,28,5.0
4669,145,29,5.0
4670,145,30,5.0
4671,145,31,3.0
4672,146,0,1.0
4673,146,1,1.0
4674,146,2,1.0
4675,146,3,1.0
4676,146,4,1.0
4677,146,5,1.0
4678,146,6,1.0
4679,146,7,1.0
4680,146,8,1.0
4681,146,9,1.0
4682,146,10,1.0
4683,146,11,4.0
4684,146,12,4.0
4685,146,13,4.0
4686,146,14,4.0
4687,146,15,4.0
4688,146,16,4.0
4689,146,17,5.0
4690,146,18,5.0
4691,146,19,5.0
4692,146,20,5.0
4693,146,21,5.0
4694,146,22,5.0
4695,146,23,5.0
4696,146,24,5.0
4697,146,25,5.0
4698,146,26,5.0
4699,146,27,5.0
4700,146,28,5.0
4701,146,29,5.0
4702,146,30,5.0
4703,146,31,3.0
4704,147,0,1.0
4705,147,1,1.0
4706,147,2,1.0
4707,147,3,1.0
4708,147,4,1.0
4709,147,5,1.0
4710,147,6,1.0
4711,147,7,1.0
4712,147,8,1.0
4713,147,9,1.0
4714,147,10,1.0
4715,147,11,4.0
4716,147,12,4.0
4717,147,13,4.0
4718,147,14,4.0
4719,147,15,4.0
4720,147,16,4.0
4721,147,17,5.0
4722,147,18,5.0
4723,147,19,5.0
4724,147,20,5.0
4725,147,21,5.0
4726,147,22,5.0
4727,147,23,5.0
4728,147,24,5.0
4729,147,25,5.0
4730,147,26,5.0
4731,147,27,5.0
4732,147,28,5.0
4733,147,29,5.0
4734,147,30,5.0
4735,147,31,3.0
4736,148,0,1.0
4737,148,1,1.0
4738,148,2,1.0
4739,148,3,1.0
4740,148,4,1.0
4741,148,5,1.0
4742,148,6,1.0
4743,148,7,1.0
4744,148,8,1.0
4745,148,9,1.0
4746,148,10,1.0
4747,148,11,4.0
4748,148,12,4.0
4749,148,13,4.0
4750,148,14,4.0
4751,148,15,4.0
4752,148,16,4.0
4753,148,17,5.0
4754,148,18,5.0
4755,148,19,5.0
4756,148,20,5.0
4757,148,21,5.0
4758,148,22,5.0
4759,148,23,5.0
4760,148,24,5.0
4761,148,25,5.0
4762,148,26,5.0
4763,148,27,5.0
4764,148,28,5.0
4765,148,29,5.0
4766,148,30,5.0
4767,148,31,3.0
4768,149,0,1.0
4769,149,1,1.0
4770,149,2,1.0
4771,149,3,1.0
4772,149,4,1.0
4773,149,5,1.0
4774,149,6,1.0
4775,149,7,1.0
4776,149,8,1.0
4777,149,9,1.0
4778,149,10,1.0
4779,149,11,4.0
4780,149,12,4.0
4781,149,13,4.0
4782,149,14,4.0
4783,149,15,4.0
4784,149,16,4.0
4785,149,17,5.0
4786,149,18,5.0
4787,149,19,5.0
4788,149,20,5.0
4789,149,21,5.0
4790,149,22,5.0
4791,149,23,5.0
4792,149,24,5.0
4793,149,25,5.0
4794,149,26,5.0
4795,149,27,5.0
4796,149,28,5.0
4797,149,29,5.0
4798,149,30,3.0
4799,149,31,3.0
4800,150,0,1.0
4801,150,1,1.0
4802,150,2,1.0
4803,150,3,1.0
4804,150,4,1.0
4805,150,5,1.0
4806,150,6,1.0
4807,150,7,1.0
4808,150,8,1.0
4809,150,9,1.0
4810,150,10,1.0
4811,150,11,4.0
4812,150,12,4.0
4813,150,13,4.0
4814,150,14,4.0
4815,150,15,4.0
4816,150,16,4.0
4817,150,17,5.0
4818,150,18,5.0
4819,150,19,5.0
4820,150,20,5.0
4821,150,21,5.0
4822,150,22,5.0
4823,150,23,5.0
4824,150,24,5.0
4825,150,25,5.0
4826,150,26,5.0
4827,150,27,5.0
4828,150,28,5.0
4829,150,29,5.0
4830,150,30,3.0
4831,150,31,3.0
4832,151,0,1.0
4833,151,1,1.0
4834,151,2,1.0
4835,151,3,1.0
4836,151,4,1.0
4837,151,5,1.0
4838,151,6,1.0
4839,151,7,1.0
4840,151,8,1.0
4841,151,9,1.0
4842,151,10,1.0
4843,151,11,4.0
4844,151,12,4.0
4845,151,13,4.0
4846,151,14,4.0
4847,151,15,4.0
4848,151,16,4.0
4849,151,17,5.0
4850,151,18,5.0
4851,151,19,5.0
4852,151,20,5.0
4853,151,21,5.0
4854,151,22,5.0
4855,151,23,5.0
4856,151,24,5.0
4857,151,25,5.0
4858,151,26,5.0
4859,151,27,5.0
4860,151,28,5.0
4861,151,29,5.0
4862,151,30,3.0
4863,151,31,3.0
4864,152,0,1.0
4865,152,1,1.0
4866,152,2,1.0
4867,152,3,1.0
4868,152,4,1.0
4869,152,5,1.0
4870,152,6,1.0
4871,152,7,1.0
4872,152,8,1.0
4873,152,9,1.0
4874,152,10,1.0
4875,152,11,4.0
4876,152,12,4.0
4877,152,13,4.0
4878,152,14,4.0
4879,152,15,4.0
4880,152,16,4.0
4881,152,17,4.0
4882,152,18,5.0
4883,152,19,5.0
4884,152,20,5.0
4885,152,21,5.0
4886,152,22,5.0
4887,152,23,5.0
4888,152,24,5.0
4889,152,25,5.0
4890,152,26,5.0
4891,152,27,5.0
4892,152,28,5.0
4893,152,29,5.0
4894,152,30,3.0
4895,152,31,3.0
4896,153,0,1.0
4897,153,1,1.0
4898,153,2,1.0
4899,153,3,1.0
4900,153,4,1.0
4901,153,5,1.0
4902,153,6,1.0
4903,153,7,1.0
4904,153,8,1.0
4905,153,9,1.0
4906,153,10,1.0
4907,153,11,4.0
4908,153,12,4.0
4909,153,13,4.0
4910,153,14,4.0
4911,153,15,4.0
4912,153,16,4.0
4913,153,17,4.0
4914,153,18,5.0
4915,153,19,5.0
4916,153,20,5.0
4917,153,21,5.0
4918,153,22,5.0
4919,153,23,5.0
4920,153,24,5.0
4921,153,25,5.0
4922,153,26,5.0
4923,153,27,5.0
4924,153,28,5.0
4925,153,29,5.0
4926,153,30,3.0
4927,153,31,3.0
4928,154,0,1.0
4929,154,1,1.0
4930,154,2,1.0
4931,154,3,1.0
4932,154,4,1.0
4933,154,5,1.0
4934,154,6,1.0
4935,154,7,1.0
4936,154,8,1.0
4937,154,9,1.0
4938,154,10,1.0
4939,154,11,4.0
4940,154,12,4.0
4941,154,13,4.0
4942,154,14,4.0
4943,154,15,4.0
4944,154,16,4.0
4945,154,17,4.0
4946,154,18,5.0
4947,154,19,5.0
4948,154,20,5.0
4949,154,21,5.0
4950,154,22,5.0
4951,154,23,5.0
4952,154,24,5.0
4953,154,25,5.0
4954,154,26,5.0
4955,154,27,5.0
4956,154,28,5.0
4957,154,29,5.0
4958,154,30,3.0
4959,154,31,3.0
4960,155,0,1.0
4961,155,1,1.0
4962,155,2,1.0
4963,155,3,1.0
4964,155,4,1.0
4965,155,5,1.0
4966,155,6,1.0
4967,155,7,1.0
4968,155,8,1.0
4969,155,9,1.0
4970,155,10,1.0
4971,155,11,4.0
4972,155,12,4.0
4973,155,13,4.0
4974,155,14,4.0
4975,155,15,4.0
4976,155,16,4.0
4977,155,17,4.0
4978,155,18,5.0
4979,155,19,5.0
4980,155,20,5.0
4981,155,21,5.0
4982,155,22,5.0
4983,155,23,5.0
4984,155,24,5.0
4985,155,25,5.0
4986,155,26,5.0
4987,155,27,5.0
4988,155,28,5.0
4989,155,29,5.0
4990,155,30,3.0
4991,155,31,3.0
4992,156,0,1.0
4993,156,1,1.0
4994,156,2,1.0
4995,156,3,1.0
4996,156,4,1.0
4997,156,5,1.0
4998,156,6,1.0
4999,156,7,1.0
5000,156,8,1.0
5001,156,9,1.0
5002,156,10,1.0
5003,156,11,4.0
5004,156,12,4.0
5005,156,13,4.0
5006,156,14,4.0
5007,156,15,4.0
5008,156,16,4.0
5009,156,17,4.0
5010,156,18,5.0
5011,156,19,5.0
5012,156,20,5.0
5013,156,21,5.0
5014,156,22,5.0
5015,156,23,5.0
5016,156,24,5.0
5017,156,25,5.0
5018,156,26,5.0
5019,156,27,5.0
5020,156,28,5.0
5021,156,29,5.0
5022,156,30,3.0
5023,156,31,3.0
5024,157,0,1.0
5025,157,1,1.0
5026,157,2,1.0
5027,157,3,1.0
5028,157,4,1.0
5029,157,5,1.0
5030,157,6,1.0
5031,157,7,1.0
5032,157,8,1.0
5033,157,9,1.0
5034,157,10,1.0
5035,157,11,1.0
5036,157,12,4.0
5037,157,13,4.0
5038,157,14,4.0
5039,157,15,4.0
5040,157,16,4.0
5041,157,17,4.0
5042,157,18,5.0
5043,157,19,5.0
5044,157,20,5.0
5045,157,21,5.0
5046,157,22,5.0
5047,157,23,5.0
5048,157,24,5.0
5049,157,25,5.0
5050,157,26,5.0
5051,157,27,5.0
5052,157,28,5.0
5053,157,29,5.0
5054,157,30,3.0
5055,157,31,3.0
5056,158,0,1.0
5057,158,1,1.0
5058,158,2,1.0
5059,158,3,1.0
5060,158,4,1.0
5061,158,5,1.0
5062,158,6,1.0
5063,158,7,1.0
5064,158,8,1.0
5065,158,9,1.0
5066,158,10,1.0
5067,158,11,1.0
5068,158,12,4.0
5069,158,13,4.0
5070,158,14,4.0
5071,158,15,4.0
5072,158,16,4.0
5073,158,17,4.0
5074,158,18,5.0
5075,158,19,5.0
5076,158,20,5.0
5077,158,21,5.0
5078,158,22,5.0
5079,158,23,5.0
5080,158,24,5.0
5081,158,25,5.0
5082,158,26,5.0
5083,158,27,5.0
5084,158,28,5.0
5085,158,29,5.0
5086,158,30,3.0
5087,158,31,3.0
5088,159,0,1.0
5089,159,1,1.0
5090,159,2,1.0
5091,159,3,1.0
5092,159,4,1.0
5093,159,5,1.0
5094,159,6,1.0
5095,159,7,1.0
5096,159,8,1.0
5097,159,9,1.0
5098,159,10,1.0
5099,159,11,1.0
5100,159,12,4.0
5101,159,13,4.0
5102,159,14,4.0
5103,159,15,4.0
5104,159,16,4.0
5105,159,17,4.0
5106,159,18,5.0
5107,159,19,5.0
5108,159,20,5.0
5109,159,21,5.0
5110,159,22,5.0
5111,159,23,5.0
5112,159,24,5.0
5113,159,25,5.0
5114,159,26,5.0
5115,159,27,5.0
5116,159,28,5.0
5117,159,29,5.0
5118,159,30,3.0
5119,159,31,3.0
5120,160,0,1.0
5121,160,1,1.0
5122,160,2,1.0
5123,160,3,1.0
5124,160,4,1.0
5125,160,5,1.0
5126,160,6,1.0
5127,160,7,1.0
5128,160,8,1.0
5129,160,9,1.0
5130,160,10,1.0
5131,160,11,1.0
5132,160,12,4.0
5133,160,13,4.0
5134,160,14,4.0
5135,160,15,4.0
5136,160,16,4.0
5137,160,17,4.0
5138,160,18,4.0
5139,160,19,5.0
5140,160,20,5.0
5141,160,21,5.0
5142,160,22,5.0
5143,160,23,5.0
5144,160,24,5.0
5145,160,25,5.0
5146,160,26,5.0
5147,160,27,5.0
5148,160,28,5.0
5149,160,29,5.0
5150,160,30,3.0
5151,160,31,3.0
5152,161,0,1.0
5153,161,1,1.0
5154,161,2,1.0
5155,161,3,1.0
5156,161,4,1.0
5157,161,5,1.0
5158,161,6,1.0
5159,161,7,1.0
5160,161,8,1.0
5161,161,9,1.0
5162,161,10,1.0
5163,161,11,1.0
5164,161,12,4.0
5165,161,13,4.0
5166,161,14,4.0
5167,161,15,4.0
5168,161,16,4.0
5169,161,17,4.0
5170,161,18,4.0
5171,161,19,5.0
5172,161,20,5.0
5173,161,21,5.0
5174,161,22,5.0
5175,161,23,5.0
5176,161,24,5.0
5177,161,25,5.0
5178,161,26,5.0
5179,161,27,5.0
5180,161,28,5.0
5181,161,29,5.0
5182,161,30,3.0
5183,161,31,3.0
5184,162,0,1.0
5185,162,1,1.0
5186,162,2,1.0
5187,162,3,1.0
5188,162,4,1.0
5189,162,5,1.0
5190,162,6,1.0
5191,162,7,1.0
5192,162,8,1.0
5193,162,9,1.0
5194,162,10,1.0
5195,162,11,1.0
5196,162,12,4.0
5197,162,13,4.0
5198,162,14,4.0
5199,162,15,4.0
5200,162,16,4.0
5201,162,17,4.0
5202,162,18,4.0
5203,162,19,5.0
5204,162,20,5.0
5205,162,21,5.0
5206,162,22,5.0
5207,162,23,5.0
5208,162,24,5.0
5209,162,25,5.0
5210,162,26,5.0
5211,162,27,5.0
5212,162,28,5.0
5213,162,29,5.0
5214,162,30,3.0
5215,162,31,3.0
5216,163,0,1.0
5217,163,1,1.0
5218,163,2,1.0
5219,163,3,1.0
5220,163,4,1.0
5221,163,5,1.0
5222,163,6,1.0
5223,163,7,1.0
5224,163,8,1.0
5225,163,9,1.0
5226,163,10,1.0
5227,163,11,1.0
5228,163,12,4.0
5229,163,13,4.0
5230,163,14,4.0
5231,163,15,4.0
5232,163,16,4.0
5233,163,17,4.0
5234,163,18,4.0
5235,163,19,5.0
5236,163,20,5.0
5237,163,21,5.0
5238,163,22,5.0
5239,163,23,5.0
5240,163,24,5.0
5241,163,25,5.0
5242,163,26,5.0
5243,163,27,5.0
5244,163,28,5.0
5245,163,29,5.0
5246,163,30,3.0
5247,163,31,3.0
5248,164,0,1.0
5249,164,1,1.0
5250,164,2,1.0
5251,164,3,1.0
5252,164,4,1.0
5253,164,5,1.0
5254,164,6,1.0
5255,164,7,1.0
5256,164,8,1.0
5257,164,9,1.0
5258,164,10,1.0
5259,164,11,1.0
5260,164,12,4.0
5261,164,13,4.0
5262,164,14,4.0
5263,164,15,4.0
5264,164,16,4.0
5265,164,17,4.0
5266,164,18,4.0
5267,164,19,5.0
5268,164,20,5.0
5269,164,21,5.0
5270,164,22,5.0
5271,164,23,5.0
5272,164,24,5.0
5273,164,25,5.0
5274,164,26,5.0
5275,164,27,5.0
5276,164,28,5.0
5277,164,29,5.0
5278,164,30,3.0
5279,164,31,3.0
5280,165,0,1.0
5281,165,1,1.0
5282,165,2,1.0
5283,165,3,1.0
5284,165,4,1.0
5285,165,5,1.0
5286,165,6,1.0
5287,165,7,1.0
5288,165,8,1.0
5289,165,9,1.0
5290,165,10,1.0
5291,165,11,1.0
5292,165,12,4.0
5293,165,13,4.0
5294,165,14,4.0
5295,165,15,4.0
5296,165,16,4.0
5297,165,17,4.0
5298,165,18,4.0
5299,165,19,5.0
5300,165,20,5.0
5301,165,21,5.0
5302,165,22,5.0
5303,165,23,5.0
5304,165,24,5.0
5305,165,25,5.0
5306,165,26,5.0
5307,165,27,5.0
5308,165,28,5.0
5309,165,29,5.0
5310,165,30,3.0
5311,165,31,3.0
5312,166,0,1.0
5313,166,1,1.0
5314,166,2,1.0
5315,166,3,1.0
5316,166,4,1.0
5317,166,5,1.0
5318,166,6,1.0
5319,166,7,1.0
5320,166,8,1.0
5321,166,9,1.0
5322,166,10,1.0
5323,166,11,1.0
5324,166,12,4.0
5325,166,13,4.0
5326,166,14,4.0
5327,166,15,4.0
5328,166,16,4.0
5329,166,17,4.0
5330,166,18,4.0
5331,166,19,5.0
5332,166,20,5.0
5333,166,21,5.0
5334,166,22,5.0
5335,166,23,5.0
5336,166,24,5.0
5337,166,25,5.0
5338,166,26,5.0
5339,166,27,5.0
5340,166,28,5.0
5341,166,29,3.0
5342,166,30,3.0
5343,166,31,3.0
5344,167,0,1.0
5345,167,1,1.0
5346,167,2,1.0
5347,167,3,1.0
5348,167,4,1.0
5349,167,5,1.0
5350,167,6,1.0
5351,167,7,1.0
5352,167,8,1.0
5353,167,9,1.0
5354,167,10,1.0
5355,167,11,1.0
5356,167,12,4.0
5357,167,13,4.0
5358,167,14,4.0
5359,167,15,4.0
5360,167,16,4.0
5361,167,17,4.0
5362,167,18,4.0
5363,167,19,5.0
5364,167,20,5.0
5365,167,21,5.0
5366,167,22,5.0
5367,167,23,5.0
5368,167,24,5.0
5369,167,25,5.0
5370,167,26,5.0
5371,167,27,5.0
5372,167,28,5.0
5373,167,29,3.0
5374,167,30,3.0
5375,167,31,3.0
5376,168,0,1.0
5377,168,1,1.0
5378,168,2,1.0
5379,168,3,1.0
5380,168,4,1.0
5381,168,5,1.0
5382,168,6,1.0
5383,168,7,1.0
5384,168,8,1.0
5385,168,9,1.0
5386,168,10,1.0
5387,168,11,1.0
5388,168,12,4.0
5389,168,13,4.0
5390,168,14,4.0
5391,168,15,4.0
5392,168,16,4.0
5393,168,17,4.0
5394,168,18,4.0
5395,168,19,4.0
5396,168,20,5.0
5397,168,21,5.0
5398,168,22,5.0
5399,168,23,5.0
5400,168,24,5.0
5401,168,25,5.0
5402,168,26,5.0
5403,168,27,5.0
5404,168,28,5.0
5405,168,29,3.0
5406,168,30,3.0
5407,168,31,3.0
5408,169,0,1.0
5409,169,1,1.0
5410,169,2,1.0
5411,169,3,1.0
5412,169,4,1.0
5413,169,5,1.0
5414,169,6,1.0
5415,169,7,1.0
5416,169,8,1.0
5417,169,9,1.0
5418,169,10,1.0
5419,169,11,1.0
5420,169,12,4.0
5421,169,13,4.0
5422,169,14,4.0
5423,169,15,4.0
5424,169,16,4.0
5425,169,17,4.0
5426,169,18,4.0
5427,169,19,4.0
5428,169,20,5.0
5429,169,21,5.0
5430,169,22,5.0
5431,169,23,5.0
5432,169,24,5.0
5433,169,25,5.0
5434,169,26,5.0
5435,169,27,5.0
5436,169,28,5.0
5437,169,29,3.0
5438,169,30,3.0
5439,169,31,3.0
5440,170,0,1.0
5441,170,1,1.0
5442,170,2,1.0
5443,170,3,1.0
5444,170,4,1.0
5445,170,5,1.0
5446,170,6,1.0
5447,170,7,1.0
5448,170,8,1.0
5449,170,9,1.0
5450,170,10,1.0
5451,170,11,1.0
5452,170,12,4.0
5453,170,13,4.0
5454,170,14,4.0
5455,170,15,4.0
5456,170,16,4.0
5457,170,17,4.0
5458,170,18,4.0
5459,170,19,4.0
5460,170,20,5.0
5461,170,21,5.0
5462,170,22,5.0
5463,170,23,5.0
5464,170,24,5.0
5465,170,25,5.0
5466,170,26,5.0
5467,170,27,5.0
5468,170,28,5.0
5469,170,29,3.0
5470,170,30,3.0
5471,170,31,3.0
5472,171,0,1.0
5473,171,1,1.0
5474,171,2,1.0
5475,171,3,1.0
5476,171,4,1.0
5477,171,5,1.0
5478,171,6,1.0
5479,171,7,1.0
5480,171,8,1.0
5481,171,9,1.0
5482,171,10,1.0
5483,171,11,1.0
5484,171,12,4.0
5485,171,13,4.0
5486,171,14,4.0
5487,171,15,4.0
5488,171,16,4.0
5489,171,17,4.0
5490,171,18,4.0
5491,171,19,4.0
5492,171,20,5.0
5493,171,21,5.0
5494,171,22,5.0
5495,171,23,5.0
5496,171,24,5.0
5497,171,25,5.0
5498,171,26,5.0
5499,171,27,5.0
5500,171,28,5.0
5501,171,29,3.0
5502,171,30,3.0
5503,171,31,3.0
5504,172,0,1.0
5505,172,1,1.0
5506,172,2,1.0
5507,172,3,1.0
5508,172,4,1.0
5509,172,5,1.0
5510,172,6,1.0
5511,172,7,1.0
5512,172,8,1.0
5513,172,9,1.0
5514,172,10,1.0
5515,172,11,1.0
5516,172,12,4.0
5517,172,13,4.0
5518,172,14,4.0
5519,172,15,4.0
5520,172,16,4.0
5521,172,17,4.0
5522,172,18,4.0
5523,172,19,4.0
5524,172,20,5.0
5525,172,21,5.0
5526,172,22,5.0
5527,172,23,5.0
5528,172,24,5.0
5529,172,25,5.0
5530,172,26,5.0
5531,172,27,5.0
5532,172,28,5.0
5533,172,29,3.0
5534,172,30,3.0
5535,172,31,3.0
5536,173,0,1.0
5537,173,1,1.0
5538,173,2,1.0
5539,173,3,1.0
5540,173,4,1.0
5541,173,5,1.0
5542,173,6,1.0
5543,173,7,1.0
5544,173,8,1.0
5545,173,9,1.0
5546,173,10,1.0
5547,173,11,1.0
5548,173,12,1.0
5549,173,13,4.0
5550,173,14,4.0
5551,173,15,4.0
5552,173,16,4.0
5553,173,17,4.0
5554,173,18,4.0
5555,173,19,4.0
5556,173,20,5.0
5557,173,21,5.0
5558,173,22,5.0
5559,173,23,5.0
5560,173,24,5.0
5561,173,25,5.0
5562,173,26,5.0
5563,173,27,5.0
5564,173,28,5.0
5565,173,29,3.0
5566,173,30,3.0
5567,173,31,3.0
5568,174,0,1.0
5569,174,1,1.0
5570,174,2,1.0
5571,174,3,1.0
5572,174,4,1.0
5573,174,5,1.0
5574,174,6,1.0
5575,174,7,1.0
5576,174,8,1.0
5577,174,9,1.0
5578,174,10,1.0
5579,174,11,1.0
5580,174,12,1.0
5581,174,13,4.0
5582,174,14,4.0
5583,174,15,4.0
5584,174,16,4.0
5585,174,17,4.0
5586,174,18,4.0
5587,174,19,4.0
5588,174,20,5.0
5589,174,21,5.0
5590,174,22,5.0
5591,174,23,5.0
5592,174,24,5.0
5593,174,25,5.0
5594,174,26,5.0
5595,174,27,5.0
5596,174,28,5.0
5597,174,29,3.0
5598,174,30,3.0
5599,174,31,3.0
5600,175,0,1.0
5601,175,1,1.0
5602,175,2,1.0
5603,175,3,1.0
5604,175,4,1.0
5605,175,5,1.0
5606,175,6,1.0
5607,175,7,1.0
5608,175,8,1.0
5609,175,9,1.0
5610,175,10,1.0
5611,175,11,1.0
5612,175,12,1.0
5613,175,13,4.0
5614,175,14,4.0
5615,175,15,4.0
5616,175,16,4.0
5617,175,17,4.0
5618,175,18,4.0
5619,175,19,4.0
5620,175,20,5.0
5621,175,21,5.0
5622,175,22,5.0
5623,175,23,5.0
5624,175,24,5.0
5625,175,25,5.0
5626,175,26,5.0
5627,175,27,5.0
5628,175,28,5.0
5629,175,29,3.0
5630,175,30,3.0
5631,175,31,3.0
5632,176,0,1.0
5633,176,1,1.0
5634,176,2,1.0
5635,176,3,1.0
5636,176,4,1.0
5637,176,5,1.0
5638,176,6,1.0
5639,176,7,1.0
5640,176,8,1.0
5641,176,9,1.0
5642,176,10,1.0
5643,176,11,1.0
5644,176,12,1.0
5645,176,13,4.0
5646,176,14,4.0
5647,176,15,4.0
5648,176,16,4.0
5649,176,17,4.0
5650,176,18,4.0
5651,176,19,4.0
5652,176,20,4.0
5653,176,21,5.0
5654,176,22,5.0
5655,176,23,5.0
5656,176,24,5.0
5657,176,25,5.0
5658,176,26,5.0
5659,176,27,5.0
5660,176,28,5.0
5661,176,29,3.0
5662,176,30,3.0
5663,176,31,3.0
5664,177,0,1.0
5665,177,1,1.0
5666,177,2,1.0
5667,177,3,1.0
5668,177,4,1.0
5669,177,5,1.0
5670,177,6,1.0
5671,177,7,1.0
5672,177,8,1.0
5673,177,9,1.0
5674,177,10,1.0
5675,177,11,1.0
5676,177,12,1.0
5677,177,13,4.0
5678,177,14,4.0
5679,177,15,4.0
5680,177,16,4.0
5681,177,17,4.0
5682,177,18,4.0
5683,177,19,4.0
5684,177,20,4.0
5685,177,21,5.0
5686,177,22,5.0
5687,177,23,5.0
5688,177,24,5.0
5689,177,25,5.0
5690,177,26,5.0
5691,177,27,5.0
5692,177,28,5.0
5693,177,29,3.0
5694,177,30,3.0
5695,177,31,3.0
5696,178,0,1.0
5697,178,1,1.0
5698,178,2,1.0
5699,178,3,1.0
5700,178,4,1.0
5701,178,5,1.0
5702,178,6,1.0
5703,178,7,1.0
5704,178,8,1.0
5705,178,9,1.0
5706,178,10,1.0
5707,178,11,1.0
5708,178,12,1.0
5709,178,13,4.0
5710,178,14,4.0
5711,178,15,4.0
5712,178,16,4.0
5713,178,17,4.0
5714,178,18,4.0
5715,178,19,4.0
5716,178,20,4.0
5717,178,21,5.0
5718,178,22,5.0
5719,178,23,5.0
5720,178,24,5.0
5721,178,25,5.0
5722,178,26,5.0
5723,178,27,5.0
5724,178,28,5.0
5725,178,29,3.0
5726,178,30,3.0
5727,178,31,3.0
5728,179,0,1.0
5729,179,1,1.0
5730,179,2,1.0
5731,179,3,1.0
5732,179,4,1.0
5733,179,5,1.0
5734,179,6,1.0
5735,179,7,1.0
5736,179,8,1.0
5737,179,9,1.0
5738,179,10,1.0
5739,179,11,1.0
5740,179,12,1.0
5741,179,13,4.0
5742,179,14,4.0
5743,179,15,4.0
5744,179,16,4.0
5745,179,17,4.0
5746,179,18,4.0
5747,179,19,4.0
5748,179,20,4.0
5749,179,21,5.0
5750,179,22,5.0
5751,179,23,5.0
5752,179,24,5.0
5753,179,25,5.0
5754,179,26,5.0
5755,179,27,5.0
5756,179,28,5.0
5757,179,29,3.0
5758,179,30,3.0
5759,179,31,3.0
5760,180,0,1.0
5761,180,1,1.0
5762,180,2,1.0
5763,180,3,1.0
5764,180,4,1.0
5765,180,5,1.0
5766,180,6,1.0
5767,180,7,1.0
5768,180,8,1.0
5769,180,9,1.0
5770,180,10,1.0
5771,180,11,1.0
5772,180,12,1.0
5773,180,13,4.0
5774,180,14,4.0
5775,180,15,4.0
5776,180,16,4.0
5777,180,17,4.0
5778,180,18,4.0
5779,180,19,4.0
5780,180,20,4.0
5781,180,21,5.0
5782,180,22,5.0
5783,180,23,5.0
5784,180,24,5.0
5785,180,25,5.0
5786,180,26,5.0
5787,180,27,5.0
5788,180,28,5.0
5789,180,29,3.0
5790,180,30,3.0
5791,180,31,3.0
5792,181,0,1.0
5793,181,1,1.0
5794,181,2,1.0
5795,181,3,1.0
5796,181,4,1.0
5797,181,5,1.0
5798,181,6,1.0
5799,181,7,1.0
5800,181,8,1.0
5801,181,9,1.0
5802,181,10,1.0
5803,181,11,1.0
5804,181,12,1.0
5805,181,13,4.0
5806,181,14,4.0
5807,181,15,4.0
5808,181,16,4.0
5809,181,17,4.0
5810,181,18,4.0
5811,181,19,4.0
5812,181,20,4.0
5813,181,21,5.0
5814,181,22,5.0
5815,181,23,5.0
5816,181,24,5.0
5817,181,25,5.0
5818,181,26,5.0
5819,181,27,5.0
5820,181,28,3.0
5821,181,29,3.0
5822,181,30,3.0
